COL_DATA,COL_RECEITA,COL_CUSTO,COL_CATEGORIA,COL_REGIAO,DISTANCIA,UNIDADE
2024-11-13,9459,5605,Serviços,Sul,171.73,mi
2025-11-12,4178,2423,Roupas,Oeste,32.39,km
2025-11-29,5972,5256,Alimentos,Sul,267.45,km
2025-03-22,4928,1916,Eletrônicos,Norte,341.63,km
2025-03-05,1258,662,Alimentos,Centro,101.18,km
2025-10-02,3207,1313,Alimentos,Norte,454.67,mi
2025-10-15,6827,2402,Roupas,Centro,82.17,km
2025-08-08,7401,2852,Serviços,Norte,366.88,km
2025-08-14,4846,2963,Alimentos,Oeste,471.94,mi
2025-11-07,2581,2161,Serviços,Leste,148.85,km
2025-11-07,5549,3308,Alimentos,Centro,373.83,km
2025-08-02,3011,2522,Serviços,Oeste,2.98,km
2024-01-19,4784,2040,Roupas,Oeste,348.58,km
2024-09-07,9625,6194,Serviços,Centro,205.6,mi
2024-06-10,4965,3159,Alimentos,Sul,183.04,mi
2025-04-15,4346,7026,Serviços,Leste,8.29,km
2025-07-31,8305,4258,Serviços,Sul,341.08,km
2025-04-26,2115,1685,Serviços,Centro,325.22,mi
2025-07-31,8114,6504,Roupas,Leste,462.74,km
2024-03-23,1369,529,Eletrônicos,Leste,131.84,mi
2024-01-03,9100,7743,Eletrônicos,Oeste,134.2,km
2025-03-29,2622,1089,Miscelânea,Sul,6.63,mi
2024-02-21,6504,2307,Serviços,Sul,122.92,mi
2025-08-29,7005,5298,Roupas,Oeste,475.74,km
2025-03-28,4592,1867,Serviços,Norte,7.47,mi
2024-10-03,2367,1894,Alimentos,Leste,463.82,km
2025-04-28,8096,5391,Alimentos,Sul,406.88,km
2025-03-11,7912,3520,Roupas,Oeste,272.12,km
2025-03-20,2731,2257,Serviços,Norte,85.68,mi
2024-09-03,2472,1569,Serviços,Oeste,453.33,km
2025-02-26,7937,2842,Serviços,Leste,62.94,mi
2024-04-02,4093,2358,Alimentos,Leste,328.78,km
2025-06-28,2306,1602,Miscelânea,Centro,416.0,km
2024-11-12,3343,1803,Eletrônicos,Norte,426.02,km
2025-02-01,7071,5196,Miscelânea,Leste,98.03,km
2025-02-14,3764,2662,Roupas,Sul,396.74,mi
2025-06-09,9262,2830,Alimentos,Sul,12.03,km
2025-07-13,3825,1328,Roupas,Centro,391.17,km
2025-03-01,1343,831,Roupas,Centro,313.7,km
2024-10-09,8002,4900,Roupas,Sul,118.53,km
2025-07-11,5390,4396,Eletrônicos,Leste,453.86,km
2025-08-15,4244,3191,Eletrônicos,Centro,36.38,mi
2024-02-08,9493,172,Miscelânea,Norte,291.67,mi
2024-04-20,9291,1870,Serviços,Leste,452.57,km
2025-02-24,1320,1026,Eletrônicos,Sul,213.37,mi
2025-04-11,9876,7589,Roupas,Centro,363.66,km
2025-12-11,4190,1892,Serviços,Oeste,24.57,mi
2024-08-27,2976,1977,Alimentos,Leste,117.65,km
2025-06-20,4165,2181,Miscelânea,Sul,378.38,km
2025-12-17,5537,3586,Eletrônicos,Leste,328.83,mi
2025-07-27,2964,744,Alimentos,Centro,320.1,mi
2024-09-16,6678,5838,Eletrônicos,Centro,280.73,km
2024-11-09,1605,1161,Alimentos,Leste,190.69,km
2025-09-11,3588,3053,Serviços,Centro,365.49,mi
2024-04-26,5802,2805,Miscelânea,Sul,98.54,km
2025-10-11,2424,1311,Miscelânea,Oeste,182.75,mi
2024-08-03,734,447,Alimentos,Oeste,220.43,mi
2025-02-02,7763,6897,Roupas,Norte,221.02,mi
2024-10-28,9713,8584,Miscelânea,Oeste,489.04,km
2024-06-25,7374,2503,Roupas,Leste,211.89,mi
2024-12-04,1129,403,Eletrônicos,Leste,402.62,mi
2024-10-16,4291,2562,Alimentos,Leste,345.46,km
2024-09-09,4737,3969,Serviços,Norte,317.87,km
