idade,escolaridade,estado_civil,gastos_mensais,cidade,genero,renda
58,Médio,Divorciado,2853.89,Rio de Janeiro,Feminino,5079.93
28,Médio,Divorciado,2150.54,Salvador,Feminino,3717.37
21,Superior,Solteiro,1998.01,Belo Horizonte,Masculino,5695.78
51,Médio,Casado,2414.41,Salvador,Masculino,4203.36
55,Médio,Solteiro,2465.38,São Paulo,Feminino,5038.13
63,Médio,Divorciado,3076.33,Rio de Janeiro,Masculino,8158.79
21,Pós-graduação,Casado,2829.65,Rio de Janeiro,Feminino,6772.37
55,Pós-graduação,Divorciado,4033.47,Rio de Janeiro,Feminino,9655.02
36,Superior,Solteiro,2206.05,Rio de Janeiro,Feminino,5822.15
23,Médio,Divorciado,2360.13,Belo Horizonte,Feminino,2712.09
51,Fundamental,Casado,2436.27,Porto Alegre,Masculino,4427.19
35,Médio,Casado,2035.49,São Paulo,Masculino,5323.04
30,Médio,Solteiro,1949.03,Belo Horizonte,Feminino,4668.13
58,Médio,Casado,2466.76,Salvador,Masculino,4339.2
40,Superior,Divorciado,2576.51,Porto Alegre,Masculino,6620.63
36,Superior,Divorciado,3018.18,Porto Alegre,Feminino,5438.34
62,Superior,Divorciado,3802.86,Rio de Janeiro,Feminino,7424.0
28,Médio,Divorciado,1901.53,Belo Horizonte,Masculino,3959.48
18,Superior,Solteiro,2353.14,Salvador,Masculino,5829.12
41,Médio,Divorciado,2353.25,Rio de Janeiro,Feminino,5565.55
24,Fundamental,Solteiro,1702.85,Rio de Janeiro,Feminino,3473.45
42,Superior,Divorciado,2533.87,São Paulo,Masculino,6746.19
38,Fundamental,Solteiro,1881.56,Porto Alegre,Feminino,4462.18
32,Médio,Divorciado,1732.69,Salvador,Feminino,3006.72
18,Médio,Divorciado,2024.46,Porto Alegre,Feminino,3180.91
29,Superior,Solteiro,2631.97,Belo Horizonte,Masculino,4231.68
24,Superior,Casado,2652.29,São Paulo,Masculino,6334.21
32,Médio,Casado,2079.9,Rio de Janeiro,Feminino,6064.56
38,Superior,Casado,2375.85,São Paulo,Masculino,6319.07
36,Médio,Solteiro,2261.0,Rio de Janeiro,Feminino,5545.4
46,Médio,Casado,2760.92,São Paulo,Masculino,6324.98
42,Superior,Casado,2951.93,Rio de Janeiro,Masculino,6170.99
50,Superior,Solteiro,2604.96,Porto Alegre,Masculino,6423.32
66,Pós-graduação,Casado,3537.73,Porto Alegre,Feminino,9438.49
49,Médio,Casado,2660.92,Porto Alegre,Feminino,6086.83
66,Superior,Casado,3386.24,Porto Alegre,Feminino,6521.71
52,Superior,Solteiro,3153.72,São Paulo,Masculino,5972.92
61,Pós-graduação,Solteiro,3612.95,Rio de Janeiro,Feminino,9633.63
55,Fundamental,Casado,2688.02,Porto Alegre,Feminino,4978.83
43,Superior,Casado,2459.91,São Paulo,Feminino,6680.35
28,Médio,Solteiro,1914.14,Rio de Janeiro,Feminino,3880.66
52,Médio,Casado,2778.5,São Paulo,Masculino,6484.15
25,Médio,Solteiro,1985.12,Porto Alegre,Feminino,2661.36
63,Médio,Casado,2497.99,Belo Horizonte,Feminino,4474.69
31,Médio,Solteiro,2070.69,São Paulo,Masculino,4417.71
27,Superior,Divorciado,2133.72,Porto Alegre,Feminino,5778.88
19,Médio,Divorciado,2028.1,Salvador,Masculino,1593.6
63,Superior,Solteiro,3676.83,Rio de Janeiro,Masculino,6635.16
26,Médio,Divorciado,1787.76,Porto Alegre,Masculino,2480.42
20,Fundamental,Casado,2254.61,Salvador,Feminino,4983.24
38,Médio,Solteiro,1921.69,São Paulo,Masculino,5182.53
43,Médio,Solteiro,2272.9,São Paulo,Masculino,4107.21
25,Médio,Casado,1912.4,Salvador,Masculino,3119.05
65,Fundamental,Casado,3560.35,Salvador,Feminino,6023.17
19,Médio,Solteiro,2009.08,Rio de Janeiro,Masculino,5949.95
23,Médio,Casado,1930.52,São Paulo,Masculino,2611.63
45,Médio,Solteiro,2086.77,Salvador,Masculino,3175.34
46,Médio,Casado,2116.33,Belo Horizonte,Feminino,3961.68
43,Fundamental,Solteiro,2498.62,Belo Horizonte,Masculino,3846.93
42,Pós-graduação,Casado,2884.26,Salvador,Masculino,6780.88
29,Superior,Casado,2466.11,Rio de Janeiro,Feminino,5837.75
22,Superior,Divorciado,2401.27,São Paulo,Feminino,7628.71
51,Fundamental,Divorciado,2086.69,Belo Horizonte,Feminino,3284.27
65,Superior,Divorciado,3644.36,Salvador,Masculino,6909.82
54,Superior,Casado,3388.76,Salvador,Masculino,6760.98
32,Superior,Solteiro,2351.02,Porto Alegre,Masculino,3648.35
61,Fundamental,Casado,2783.0,Salvador,Masculino,6484.21
53,Superior,Divorciado,2553.71,Rio de Janeiro,Feminino,6993.18
32,Superior,Casado,2427.1,Belo Horizonte,Masculino,4016.3
60,Médio,Divorciado,2342.31,Porto Alegre,Feminino,6546.77
65,Superior,Divorciado,3243.01,Belo Horizonte,Masculino,7431.28
40,Médio,Solteiro,2079.33,Belo Horizonte,Masculino,3457.34
23,Médio,Solteiro,1343.25,Rio de Janeiro,Masculino,4875.0
63,Fundamental,Divorciado,2515.9,Salvador,Feminino,5537.71
67,Superior,Divorciado,3150.64,Rio de Janeiro,Feminino,6313.53
61,Fundamental,Casado,3196.21,Salvador,Feminino,3611.25
60,Médio,Divorciado,2778.99,Porto Alegre,Feminino,5336.74
62,Médio,Casado,3239.9,Rio de Janeiro,Masculino,4328.54
38,Médio,Divorciado,2018.54,Rio de Janeiro,Masculino,5905.44
40,Fundamental,Solteiro,2084.98,São Paulo,Masculino,3619.13
60,Superior,Solteiro,3172.94,Rio de Janeiro,Masculino,8420.65
33,Superior,Divorciado,1595.42,São Paulo,Masculino,7573.53
64,Fundamental,Casado,3071.96,Salvador,Feminino,5689.66
32,Fundamental,Casado,1927.92,Salvador,Feminino,1000.0
42,Fundamental,Casado,2275.42,Salvador,Masculino,5220.32
53,Superior,Divorciado,2462.68,São Paulo,Masculino,6713.45
28,Médio,Divorciado,1831.41,Salvador,Masculino,3342.41
68,Médio,Solteiro,2908.43,Belo Horizonte,Masculino,4656.71
32,Fundamental,Solteiro,1997.69,Rio de Janeiro,Feminino,6282.12
21,Superior,Divorciado,2107.22,São Paulo,Masculino,5727.42
38,Superior,Solteiro,2494.38,Salvador,Masculino,4993.88
30,Superior,Casado,2568.93,Belo Horizonte,Masculino,6339.43
39,Superior,Casado,2977.41,Rio de Janeiro,Masculino,7329.52
36,Fundamental,Divorciado,1957.66,Rio de Janeiro,Feminino,3667.58
51,Fundamental,Casado,2095.49,Salvador,Masculino,4884.03
31,Fundamental,Divorciado,1515.24,Belo Horizonte,Feminino,3770.3
21,Médio,Casado,1756.85,São Paulo,Feminino,2577.92
65,Fundamental,Divorciado,3338.74,Salvador,Masculino,6077.1
69,Médio,Casado,2525.92,Rio de Janeiro,Masculino,6420.96
63,Médio,Casado,2584.64,Rio de Janeiro,Masculino,8301.14
44,Pós-graduação,Solteiro,3220.25,Rio de Janeiro,Masculino,9609.77
46,Superior,Solteiro,2267.93,Salvador,Masculino,6022.11
64,Superior,Solteiro,3391.0,Porto Alegre,Feminino,6612.6
45,Superior,Solteiro,2958.94,Porto Alegre,Feminino,3705.3
52,Fundamental,Solteiro,2703.94,Porto Alegre,Feminino,5442.34
25,Superior,Solteiro,2130.06,Belo Horizonte,Feminino,4681.62
33,Médio,Divorciado,1883.06,Salvador,Feminino,3182.57
59,Superior,Divorciado,2963.62,Rio de Janeiro,Masculino,7471.51
53,Médio,Solteiro,2058.62,Belo Horizonte,Masculino,6202.87
47,Pós-graduação,Divorciado,3353.75,Porto Alegre,Feminino,8714.65
35,Médio,Solteiro,2172.5,São Paulo,Masculino,6111.89
19,Médio,Divorciado,1574.81,Belo Horizonte,Masculino,1911.77
66,Pós-graduação,Casado,4312.71,Belo Horizonte,Feminino,9879.64
30,Fundamental,Divorciado,2003.62,Salvador,Feminino,3009.89
21,Superior,Divorciado,2327.85,Belo Horizonte,Feminino,5296.23
43,Superior,Divorciado,2840.31,Salvador,Masculino,6277.5
42,Superior,Casado,3317.75,São Paulo,Feminino,6459.06
47,Pós-graduação,Solteiro,3263.05,Rio de Janeiro,Feminino,8564.21
28,Pós-graduação,Divorciado,3043.63,Rio de Janeiro,Masculino,5756.8
24,Fundamental,Divorciado,1794.34,Porto Alegre,Masculino,3258.98
48,Superior,Casado,3161.41,Porto Alegre,Feminino,5664.57
61,Superior,Solteiro,3430.05,São Paulo,Masculino,9746.42
27,Superior,Divorciado,2297.28,Rio de Janeiro,Feminino,5878.9
56,Fundamental,Casado,2793.47,Porto Alegre,Masculino,4085.38
30,Superior,Solteiro,2551.01,Belo Horizonte,Feminino,5115.19
48,Pós-graduação,Solteiro,3630.09,Salvador,Masculino,6728.14
24,Pós-graduação,Divorciado,3158.99,Porto Alegre,Masculino,4781.11
66,Médio,Divorciado,3038.11,São Paulo,Masculino,6712.03
59,Fundamental,Divorciado,2440.79,Rio de Janeiro,Feminino,5957.69
59,Médio,Divorciado,2819.38,São Paulo,Feminino,6943.18
53,Superior,Casado,2956.52,Salvador,Feminino,7606.01
37,Superior,Casado,2468.3,Salvador,Masculino,7239.33
21,Médio,Divorciado,1533.57,São Paulo,Masculino,4279.72
24,Fundamental,Solteiro,1449.18,Porto Alegre,Masculino,3891.54
18,Médio,Divorciado,820.18,Porto Alegre,Feminino,3181.56
61,Médio,Solteiro,3272.56,Rio de Janeiro,Masculino,3730.85
62,Pós-graduação,Solteiro,3713.44,Rio de Janeiro,Feminino,10336.0
59,Superior,Solteiro,2755.66,Belo Horizonte,Feminino,6995.82
64,Médio,Casado,2973.64,Belo Horizonte,Feminino,5759.25
30,Médio,Solteiro,2084.69,Rio de Janeiro,Feminino,3987.42
39,Fundamental,Solteiro,2116.58,Belo Horizonte,Feminino,3307.03
38,Pós-graduação,Casado,2753.42,São Paulo,Masculino,7832.01
39,Médio,Solteiro,1745.32,Porto Alegre,Masculino,4507.93
45,Médio,Solteiro,3034.48,Belo Horizonte,Masculino,2297.7
26,Médio,Divorciado,1356.89,Belo Horizonte,Masculino,3502.19
43,Superior,Solteiro,2301.3,São Paulo,Masculino,8338.49
26,Superior,Solteiro,2187.37,Salvador,Masculino,4668.66
32,Superior,Solteiro,2706.55,Rio de Janeiro,Feminino,4120.44
27,Médio,Solteiro,2307.55,São Paulo,Masculino,4161.31
41,Médio,Solteiro,2166.01,Salvador,Feminino,4344.84
59,Fundamental,Casado,2701.87,São Paulo,Feminino,6326.09
25,Superior,Solteiro,1864.81,Porto Alegre,Feminino,4904.74
41,Fundamental,Solteiro,2556.48,São Paulo,Feminino,6986.2
33,Médio,Casado,1969.08,São Paulo,Feminino,4790.88
66,Superior,Casado,3468.89,Porto Alegre,Masculino,6991.93
43,Superior,Solteiro,2920.03,Rio de Janeiro,Masculino,6080.88
44,Médio,Solteiro,2410.55,Salvador,Masculino,5144.33
54,Médio,Solteiro,2577.92,Belo Horizonte,Feminino,6397.08
21,Fundamental,Divorciado,2026.29,Rio de Janeiro,Masculino,3421.88
67,Superior,Divorciado,3028.89,São Paulo,Masculino,7741.36
41,Superior,Solteiro,2793.39,Belo Horizonte,Feminino,3225.15
36,Médio,Casado,2202.15,Porto Alegre,Feminino,2963.39
53,Médio,Solteiro,2466.28,Rio de Janeiro,Masculino,7619.32
56,Superior,Casado,3364.93,Salvador,Feminino,6002.77
27,Superior,Casado,2508.93,Rio de Janeiro,Feminino,6076.99
42,Médio,Casado,2592.94,Rio de Janeiro,Feminino,4371.37
35,Médio,Solteiro,2016.53,Belo Horizonte,Masculino,4197.82
36,Fundamental,Solteiro,2014.86,Porto Alegre,Feminino,3625.47
53,Fundamental,Casado,2751.76,Porto Alegre,Feminino,5060.93
27,Pós-graduação,Divorciado,2750.76,Rio de Janeiro,Feminino,7454.63
50,Superior,Divorciado,2543.6,Porto Alegre,Feminino,7443.34
67,Superior,Divorciado,3768.73,Belo Horizonte,Feminino,7018.5
22,Fundamental,Casado,1109.71,Belo Horizonte,Masculino,2265.69
64,Superior,Solteiro,3540.5,Salvador,Masculino,6063.78
66,Médio,Casado,3741.55,Porto Alegre,Feminino,3431.41
52,Médio,Divorciado,2719.96,Salvador,Feminino,4725.4
61,Médio,Solteiro,2621.77,São Paulo,Masculino,5986.43
51,Fundamental,Casado,2394.59,Belo Horizonte,Masculino,6063.32
50,Superior,Casado,3111.19,Rio de Janeiro,Feminino,5827.16
38,Médio,Divorciado,2133.59,Belo Horizonte,Feminino,3202.38
34,Fundamental,Casado,2246.88,São Paulo,Masculino,4012.86
39,Fundamental,Solteiro,2605.03,Rio de Janeiro,Feminino,4696.42
65,Fundamental,Divorciado,3344.32,Porto Alegre,Feminino,3989.05
54,Fundamental,Divorciado,2273.26,Porto Alegre,Masculino,4421.48
32,Médio,Solteiro,1964.8,Belo Horizonte,Masculino,3618.71
52,Superior,Divorciado,3207.84,Rio de Janeiro,Masculino,7148.78
45,Fundamental,Casado,2805.08,Rio de Janeiro,Masculino,6523.37
24,Fundamental,Casado,1827.75,Salvador,Feminino,3170.28
49,Médio,Divorciado,2264.89,São Paulo,Feminino,5396.44
28,Superior,Solteiro,2470.51,Porto Alegre,Feminino,6045.14
27,Médio,Casado,2355.79,Belo Horizonte,Feminino,3347.75
26,Médio,Solteiro,1704.28,Rio de Janeiro,Masculino,3084.19
31,Médio,Casado,1719.6,Porto Alegre,Masculino,2472.5
30,Médio,Casado,1890.26,Belo Horizonte,Feminino,2432.03
42,Fundamental,Divorciado,2064.74,Porto Alegre,Feminino,2881.27
19,Superior,Divorciado,2318.1,Belo Horizonte,Feminino,6448.28
52,Superior,Solteiro,2866.92,Porto Alegre,Masculino,5027.82
24,Médio,Divorciado,2107.76,Salvador,Masculino,3158.33
38,Superior,Casado,2788.59,São Paulo,Masculino,6454.97
35,Superior,Casado,2759.1,Porto Alegre,Feminino,5073.17
20,Médio,Solteiro,1806.8,São Paulo,Feminino,3220.25
59,Médio,Solteiro,3025.56,Porto Alegre,Feminino,5405.2
56,Fundamental,Casado,2587.19,Rio de Janeiro,Masculino,4276.06
58,Fundamental,Divorciado,2446.58,Salvador,Feminino,3834.2
66,Superior,Divorciado,3337.15,Salvador,Masculino,7921.84
28,Superior,Solteiro,2617.91,São Paulo,Feminino,4802.55
56,Pós-graduação,Solteiro,3150.06,Rio de Janeiro,Feminino,10097.54
41,Superior,Casado,2130.12,Belo Horizonte,Masculino,6932.94
63,Fundamental,Casado,2957.37,Salvador,Masculino,6552.76
36,Fundamental,Solteiro,2333.27,Rio de Janeiro,Feminino,5643.88
21,Superior,Casado,2424.0,Rio de Janeiro,Masculino,4170.66
43,Médio,Solteiro,2004.76,São Paulo,Masculino,3611.79
55,Superior,Solteiro,2796.13,Rio de Janeiro,Masculino,6130.33
59,Superior,Divorciado,3064.16,Rio de Janeiro,Masculino,6497.62
49,Superior,Solteiro,2852.16,Belo Horizonte,Masculino,4649.89
56,Superior,Casado,3079.41,São Paulo,Feminino,6616.11
62,Fundamental,Divorciado,2896.35,São Paulo,Feminino,6869.56
63,Superior,Divorciado,3811.69,Rio de Janeiro,Feminino,8300.94
53,Superior,Casado,3071.78,Belo Horizonte,Feminino,6445.7
57,Médio,Casado,2991.29,Porto Alegre,Masculino,4635.21
54,Superior,Casado,3316.4,Salvador,Feminino,6131.72
50,Médio,Solteiro,2286.93,São Paulo,Masculino,5801.07
53,Pós-graduação,Divorciado,3782.93,Belo Horizonte,Feminino,7176.76
20,Fundamental,Solteiro,1772.32,Belo Horizonte,Feminino,3977.34
26,Médio,Solteiro,1779.83,Rio de Janeiro,Masculino,2985.33
25,Fundamental,Solteiro,1802.15,Salvador,Feminino,2473.16
50,Superior,Solteiro,2982.66,São Paulo,Feminino,6074.37
23,Fundamental,Divorciado,1362.39,Porto Alegre,Feminino,3607.6
58,Médio,Divorciado,3449.7,Rio de Janeiro,Feminino,4699.76
56,Médio,Solteiro,2996.65,São Paulo,Feminino,4882.92
21,Pós-graduação,Casado,2788.16,São Paulo,Feminino,7474.38
30,Médio,Divorciado,1778.43,Belo Horizonte,Feminino,2631.16
66,Fundamental,Solteiro,2952.46,Salvador,Masculino,6138.22
19,Superior,Casado,1718.54,Porto Alegre,Feminino,5264.69
22,Médio,Casado,1800.98,Salvador,Feminino,2562.15
61,Pós-graduação,Solteiro,3930.86,Belo Horizonte,Feminino,8177.62
44,Fundamental,Divorciado,2258.03,Porto Alegre,Feminino,6259.34
49,Superior,Casado,2978.97,Porto Alegre,Feminino,6822.07
38,Médio,Divorciado,2050.44,Rio de Janeiro,Feminino,5394.14
25,Fundamental,Divorciado,1601.76,Porto Alegre,Masculino,4801.84
55,Superior,Casado,2917.08,São Paulo,Feminino,6286.33
25,Médio,Solteiro,1443.75,Salvador,Feminino,4505.83
67,Superior,Casado,3299.43,Salvador,Masculino,7205.61
20,Médio,Casado,1412.46,Rio de Janeiro,Masculino,5457.14
61,Médio,Divorciado,3156.76,Porto Alegre,Feminino,4527.86
20,Médio,Solteiro,1414.41,Belo Horizonte,Feminino,4392.49
39,Pós-graduação,Divorciado,2559.77,São Paulo,Feminino,6207.7
23,Médio,Casado,1777.51,Rio de Janeiro,Masculino,3774.11
19,Médio,Solteiro,1757.08,Porto Alegre,Masculino,3222.6
40,Médio,Solteiro,2490.63,Belo Horizonte,Feminino,4656.82
61,Médio,Solteiro,2879.85,Porto Alegre,Feminino,2956.71
19,Médio,Solteiro,1227.97,Rio de Janeiro,Masculino,2704.3
55,Pós-graduação,Solteiro,3410.32,Belo Horizonte,Masculino,6666.39
34,Médio,Casado,2200.05,Belo Horizonte,Masculino,2764.34
52,Superior,Casado,3497.71,Belo Horizonte,Masculino,5349.51
51,Fundamental,Casado,2187.13,Belo Horizonte,Feminino,4714.73
40,Superior,Divorciado,2763.58,Porto Alegre,Masculino,6976.25
47,Pós-graduação,Solteiro,3243.52,Belo Horizonte,Masculino,6974.72
69,Fundamental,Solteiro,2822.78,Porto Alegre,Feminino,6995.81
25,Pós-graduação,Casado,2760.5,Belo Horizonte,Masculino,6334.86
39,Médio,Solteiro,2129.91,Belo Horizonte,Feminino,3735.83
61,Pós-graduação,Divorciado,3222.61,Rio de Janeiro,Masculino,10095.2
53,Superior,Solteiro,3150.48,Porto Alegre,Feminino,5993.88
22,Médio,Solteiro,1758.43,Porto Alegre,Masculino,2317.96
30,Fundamental,Divorciado,2124.2,Salvador,Feminino,4826.09
46,Médio,Casado,2208.19,Rio de Janeiro,Feminino,5261.7
48,Fundamental,Casado,1963.65,Porto Alegre,Masculino,6191.09
64,Fundamental,Solteiro,2793.61,Rio de Janeiro,Feminino,5845.11
33,Fundamental,Divorciado,2201.78,Rio de Janeiro,Feminino,3318.58
59,Médio,Casado,2747.24,Rio de Janeiro,Masculino,5180.56
47,Superior,Casado,3164.79,São Paulo,Feminino,6179.29
33,Fundamental,Casado,1599.73,Porto Alegre,Feminino,3554.35
29,Fundamental,Solteiro,2113.63,Rio de Janeiro,Masculino,3655.73
34,Superior,Divorciado,2594.71,São Paulo,Masculino,4947.06
33,Fundamental,Solteiro,1883.53,São Paulo,Feminino,4327.06
29,Fundamental,Casado,2191.11,Belo Horizonte,Feminino,3541.48
25,Fundamental,Divorciado,1822.01,Belo Horizonte,Feminino,3661.7
37,Pós-graduação,Solteiro,2814.74,Porto Alegre,Feminino,6833.18
20,Superior,Casado,2394.56,Belo Horizonte,Feminino,5866.19
33,Médio,Casado,1917.49,Porto Alegre,Masculino,3711.42
47,Superior,Solteiro,2921.08,São Paulo,Feminino,4666.37
62,Médio,Casado,2601.01,São Paulo,Masculino,6350.52
40,Superior,Casado,2684.5,Porto Alegre,Masculino,5507.4
45,Superior,Divorciado,2566.18,Belo Horizonte,Masculino,6485.24
68,Superior,Casado,3488.34,Belo Horizonte,Masculino,5780.62
57,Médio,Solteiro,2719.2,Porto Alegre,Feminino,5911.45
22,Fundamental,Divorciado,1841.73,Salvador,Feminino,3366.92
37,Médio,Solteiro,1688.02,Belo Horizonte,Feminino,3985.6
57,Superior,Casado,3510.9,Rio de Janeiro,Masculino,8288.47
61,Médio,Divorciado,3140.29,Belo Horizonte,Masculino,6209.57
18,Superior,Divorciado,1983.3,Salvador,Feminino,5462.04
47,Pós-graduação,Divorciado,3448.72,São Paulo,Masculino,6004.55
38,Fundamental,Divorciado,2231.96,São Paulo,Feminino,3477.54
37,Superior,Solteiro,2635.01,São Paulo,Masculino,5910.22
23,Superior,Casado,2371.03,Belo Horizonte,Masculino,3461.16
39,Pós-graduação,Casado,3053.83,São Paulo,Masculino,7254.69
35,Pós-graduação,Divorciado,2821.96,Salvador,Masculino,6698.78
25,Superior,Casado,2378.45,Salvador,Masculino,4279.99
56,Médio,Solteiro,2222.25,Belo Horizonte,Masculino,4775.93
49,Superior,Casado,3155.71,Rio de Janeiro,Masculino,8309.71
50,Fundamental,Solteiro,2716.77,Belo Horizonte,Feminino,6280.71
33,Superior,Solteiro,2255.31,São Paulo,Feminino,6523.31
29,Pós-graduação,Casado,3296.63,Belo Horizonte,Masculino,7785.0
55,Médio,Solteiro,2544.65,Salvador,Masculino,4351.11
69,Superior,Solteiro,3438.83,Belo Horizonte,Feminino,6325.22
51,Médio,Solteiro,2333.94,Belo Horizonte,Masculino,4474.92
31,Médio,Solteiro,2064.43,Rio de Janeiro,Feminino,4237.59
53,Médio,Divorciado,2472.59,Salvador,Feminino,5325.66
50,Superior,Casado,2568.86,Porto Alegre,Feminino,6014.45
40,Pós-graduação,Divorciado,3302.49,Porto Alegre,Feminino,8509.24
67,Pós-graduação,Solteiro,3922.61,Salvador,Feminino,8469.59
62,Fundamental,Casado,3185.78,Porto Alegre,Masculino,4392.96
19,Superior,Solteiro,2162.63,São Paulo,Masculino,4977.11
58,Superior,Casado,3319.85,Porto Alegre,Feminino,5805.94
38,Médio,Divorciado,2444.35,São Paulo,Masculino,5631.1
19,Fundamental,Casado,1618.0,Salvador,Feminino,2844.85
44,Médio,Solteiro,2554.66,Porto Alegre,Masculino,4318.27
26,Pós-graduação,Casado,2585.05,Porto Alegre,Masculino,6718.43
18,Superior,Casado,2533.81,São Paulo,Masculino,5939.18
28,Superior,Divorciado,2422.63,São Paulo,Masculino,6957.89
20,Médio,Solteiro,1239.48,Belo Horizonte,Masculino,3335.96
69,Superior,Casado,3611.36,Rio de Janeiro,Masculino,6990.63
40,Fundamental,Divorciado,2256.0,Porto Alegre,Masculino,3513.69
43,Médio,Casado,2327.44,Rio de Janeiro,Masculino,4662.69
21,Superior,Solteiro,1440.04,Rio de Janeiro,Feminino,4822.22
35,Fundamental,Casado,1885.57,Porto Alegre,Feminino,4787.94
23,Superior,Casado,1775.14,São Paulo,Masculino,5501.57
52,Médio,Casado,2149.49,Belo Horizonte,Masculino,4778.5
39,Superior,Casado,2719.93,Salvador,Masculino,5784.24
60,Médio,Solteiro,2631.75,Porto Alegre,Feminino,5209.09
32,Médio,Divorciado,1850.88,Porto Alegre,Masculino,3910.0
39,Fundamental,Divorciado,1901.52,Salvador,Masculino,6357.99
54,Fundamental,Casado,3033.79,Rio de Janeiro,Feminino,6376.41
69,Pós-graduação,Solteiro,4081.96,Belo Horizonte,Feminino,7529.35
59,Médio,Solteiro,2313.04,Rio de Janeiro,Feminino,6266.4
29,Superior,Solteiro,2563.21,Salvador,Masculino,5055.74
64,Pós-graduação,Solteiro,3817.24,Salvador,Feminino,6811.11
66,Médio,Solteiro,3338.1,Belo Horizonte,Masculino,2915.84
59,Médio,Solteiro,2767.57,Salvador,Feminino,5091.71
55,Superior,Casado,2941.23,Salvador,Masculino,5969.98
35,Pós-graduação,Divorciado,2887.39,Belo Horizonte,Masculino,5601.09
62,Pós-graduação,Divorciado,3739.29,Porto Alegre,Masculino,7559.13
52,Médio,Casado,2706.93,Rio de Janeiro,Feminino,5340.67
47,Superior,Divorciado,2674.47,Porto Alegre,Masculino,5267.09
41,Fundamental,Solteiro,2603.1,Porto Alegre,Masculino,4321.67
59,Pós-graduação,Solteiro,3880.57,Rio de Janeiro,Masculino,9125.44
47,Pós-graduação,Divorciado,3477.32,Porto Alegre,Feminino,8148.74
31,Fundamental,Solteiro,1951.91,Belo Horizonte,Masculino,4707.13
23,Médio,Solteiro,1683.97,Rio de Janeiro,Masculino,4794.19
20,Fundamental,Divorciado,1219.14,São Paulo,Masculino,3318.01
33,Médio,Casado,2077.76,Porto Alegre,Masculino,3818.34
24,Superior,Divorciado,2797.72,Salvador,Feminino,3094.89
69,Médio,Divorciado,3277.55,Rio de Janeiro,Masculino,5975.03
31,Fundamental,Divorciado,2061.54,São Paulo,Feminino,2009.91
26,Médio,Divorciado,1319.51,Salvador,Feminino,2947.35
32,Pós-graduação,Casado,3285.84,São Paulo,Masculino,7064.65
38,Superior,Casado,2880.75,Porto Alegre,Feminino,6091.07
52,Médio,Solteiro,2910.23,Salvador,Feminino,3632.81
19,Fundamental,Solteiro,1298.84,Porto Alegre,Feminino,3120.96
44,Pós-graduação,Divorciado,3200.04,Salvador,Masculino,6821.57
19,Superior,Solteiro,1624.27,Rio de Janeiro,Feminino,5024.91
52,Médio,Casado,2088.98,Belo Horizonte,Feminino,3831.17
35,Fundamental,Solteiro,1876.92,Belo Horizonte,Masculino,4050.29
31,Fundamental,Solteiro,2070.33,São Paulo,Masculino,4388.98
37,Fundamental,Solteiro,1985.07,Salvador,Feminino,2892.54
35,Médio,Divorciado,1849.26,Porto Alegre,Feminino,3881.86
27,Pós-graduação,Solteiro,2911.83,Rio de Janeiro,Feminino,7656.35
42,Médio,Casado,1287.35,Rio de Janeiro,Masculino,6627.74
19,Superior,Casado,1907.28,Rio de Janeiro,Feminino,4868.84
42,Médio,Casado,2361.49,Belo Horizonte,Masculino,3712.32
50,Superior,Casado,2878.97,Porto Alegre,Feminino,4708.8
53,Superior,Solteiro,3479.76,Rio de Janeiro,Feminino,6702.48
48,Fundamental,Divorciado,2241.61,Rio de Janeiro,Masculino,4339.61
31,Médio,Casado,1752.35,São Paulo,Feminino,5654.04
18,Superior,Casado,1744.19,Salvador,Masculino,4914.2
63,Fundamental,Divorciado,2662.69,Salvador,Feminino,4073.25
33,Médio,Divorciado,2073.1,Salvador,Masculino,2672.92
63,Médio,Casado,3132.43,São Paulo,Masculino,5597.84
69,Pós-graduação,Casado,4716.48,Belo Horizonte,Feminino,9748.29
20,Médio,Divorciado,1773.22,São Paulo,Masculino,3389.8
52,Superior,Casado,2706.65,Rio de Janeiro,Feminino,6924.76
58,Médio,Casado,3112.5,Porto Alegre,Masculino,6433.24
23,Superior,Solteiro,2336.14,Rio de Janeiro,Masculino,6065.37
42,Médio,Divorciado,2268.61,Rio de Janeiro,Masculino,3652.1
30,Superior,Solteiro,2720.19,Porto Alegre,Feminino,3168.9
51,Médio,Solteiro,3240.39,Salvador,Masculino,4644.14
25,Superior,Divorciado,2193.3,São Paulo,Masculino,8051.32
38,Superior,Solteiro,2390.11,Belo Horizonte,Masculino,6755.74
51,Médio,Casado,2928.23,Rio de Janeiro,Feminino,5926.72
21,Fundamental,Solteiro,2426.89,Rio de Janeiro,Feminino,4835.13
42,Fundamental,Divorciado,2303.47,Belo Horizonte,Masculino,4960.51
32,Fundamental,Casado,1969.27,São Paulo,Masculino,2964.45
21,Superior,Casado,2181.64,Rio de Janeiro,Feminino,5757.69
62,Médio,Casado,2994.8,Belo Horizonte,Masculino,6413.33
29,Médio,Casado,1447.46,Rio de Janeiro,Masculino,6541.37
49,Superior,Solteiro,3061.77,Salvador,Masculino,6455.82
49,Médio,Solteiro,2552.04,Salvador,Masculino,3091.2
45,Médio,Casado,2414.78,Rio de Janeiro,Masculino,5821.18
30,Fundamental,Divorciado,1950.1,Rio de Janeiro,Masculino,5054.73
