cidade,data,temperatura_maxima,temperatura_minima
Recife,2022-05-10 19:37:41.600710,25.07,9.45
Brasília,2022-05-10 19:37:41.600710,39.21,0.47
Manaus,2022-05-10 19:37:41.600710,33.54,13.09
São Paulo,2022-05-11 19:37:41.600710,22.82,-6.7
Rio de Janeiro,2022-05-11 19:37:41.600710,23.12,8.73
Belo Horizonte,2022-05-11 19:37:41.600710,38.72,19.61
Porto Alegre,2022-05-11 19:37:41.600710,26.14,8.55
Salvador,2022-05-11 19:37:41.600710,20.1,18.55
Curitiba,2022-05-11 19:37:41.600710,26.93,-5.05
Fortaleza,2022-05-11 19:37:41.600710,17.92,-1.54
Recife,2022-05-11 19:37:41.600710,17.47,-6.78
Brasília,2022-05-11 19:37:41.600710,18.47,3.75
Manaus,2022-05-11 19:37:41.600710,39.01,20.13
São Paulo,2022-05-12 19:37:41.600710,30.15,-9.76
Rio de Janeiro,2022-05-12 19:37:41.600710,20.45,17.3
Belo Horizonte,2022-05-12 19:37:41.600710,22.0,19.21
Porto Alegre,2022-05-12 19:37:41.600710,35.83,28.35
Salvador,2022-05-12 19:37:41.600710,18.79,-0.99
Curitiba,2022-05-12 19:37:41.600710,27.71,12.4
Fortaleza,2022-05-12 19:37:41.600710,15.35,14.59
Recife,2022-05-12 19:37:41.600710,27.05,6.91
Brasília,2022-05-12 19:37:41.600710,39.68,35.16
Manaus,2022-05-12 19:37:41.600710,28.07,21.06
São Paulo,2022-05-13 19:37:41.600710,21.95,9.67
Rio de Janeiro,2022-05-13 19:37:41.600710,24.51,5.87
Belo Horizonte,2022-05-13 19:37:41.600710,22.95,-1.42
Porto Alegre,2022-05-13 19:37:41.600710,16.88,15.37
Salvador,2022-05-13 19:37:41.600710,38.17,18.13
Curitiba,2022-05-13 19:37:41.600710,33.67,22.84
Fortaleza,2022-05-13 19:37:41.600710,27.87,19.75
Recife,2022-05-13 19:37:41.600710,37.58,2.3
Brasília,2022-05-13 19:37:41.600710,23.99,1.17
Manaus,2022-05-13 19:37:41.600710,15.71,3.78
São Paulo,2022-05-14 19:37:41.600710,24.08,6.81
Rio de Janeiro,2022-05-14 19:37:41.600710,18.77,13.67
Belo Horizonte,2022-05-14 19:37:41.600710,20.4,4.48
Porto Alegre,2022-05-14 19:37:41.600710,17.52,3.29
Salvador,2022-05-14 19:37:41.600710,16.57,-5.04
Curitiba,2022-05-14 19:37:41.600710,32.67,11.04
Fortaleza,2022-05-14 19:37:41.600710,28.55,24.78
Recife,2022-05-14 19:37:41.600710,30.94,26.76
Brasília,2022-05-14 19:37:41.600710,18.79,-3.1
Manaus,2022-05-14 19:37:41.600710,23.2,-1.24
São Paulo,2022-05-15 19:37:41.600710,18.38,-3.35
Rio de Janeiro,2022-05-15 19:37:41.600710,17.84,12.26
Belo Horizonte,2022-05-15 19:37:41.600710,26.28,-6.96
Porto Alegre,2022-05-15 19:37:41.600710,25.65,-1.57
Salvador,2022-05-15 19:37:41.600710,20.65,9.01
Curitiba,2022-05-15 19:37:41.600710,35.88,28.94
Fortaleza,2022-05-15 19:37:41.600710,29.24,13.68
Recife,2022-05-15 19:37:41.600710,26.67,18.72
Brasília,2022-05-15 19:37:41.600710,39.41,23.1
Manaus,2022-05-15 19:37:41.600710,32.64,22.12
São Paulo,2022-05-16 19:37:41.600710,38.24,-2.73
Rio de Janeiro,2022-05-16 19:37:41.600710,19.73,5.99
Belo Horizonte,2022-05-16 19:37:41.600710,29.17,-6.03
Porto Alegre,2022-05-16 19:37:41.600710,33.74,29.63
Salvador,2022-05-16 19:37:41.600710,31.62,11.94
Curitiba,2022-05-16 19:37:41.600710,26.66,-3.6
Fortaleza,2022-05-16 19:37:41.600710,32.8,6.68
Recife,2022-05-16 19:37:41.600710,32.22,25.16
Brasília,2022-05-16 19:37:41.600710,22.06,-5.76
Manaus,2022-05-16 19:37:41.600710,16.55,13.98
São Paulo,2022-05-17 19:37:41.600710,36.69,29.25
Rio de Janeiro,2022-05-17 19:37:41.600710,37.93,-4.12
Belo Horizonte,2022-05-17 19:37:41.600710,30.67,13.32
Porto Alegre,2022-05-17 19:37:41.600710,31.41,19.81
Salvador,2022-05-17 19:37:41.600710,39.53,-1.01
Curitiba,2022-05-17 19:37:41.600710,17.2,13.99
Fortaleza,2022-05-17 19:37:41.600710,27.18,7.52
Recife,2022-05-17 19:37:41.600710,18.06,6.83
Brasília,2022-05-17 19:37:41.600710,27.25,25.06
Manaus,2022-05-17 19:37:41.600710,35.77,30.97
São Paulo,2022-05-18 19:37:41.600710,33.8,12.5
Rio de Janeiro,2022-05-18 19:37:41.600710,23.98,9.59
Belo Horizonte,2022-05-18 19:37:41.600710,31.34,0.05
Porto Alegre,2022-05-18 19:37:41.600710,31.05,12.7
Salvador,2022-05-18 19:37:41.600710,38.05,-8.21
Curitiba,2022-05-18 19:37:41.600710,19.23,6.16
Fortaleza,2022-05-18 19:37:41.600710,37.57,35.64
Recife,2022-05-18 19:37:41.600710,29.3,-4.79
Brasília,2022-05-18 19:37:41.600710,19.22,-5.22
Manaus,2022-05-18 19:37:41.600710,17.14,7.89
São Paulo,2022-05-19 19:37:41.600710,30.1,4.32
Rio de Janeiro,2022-05-19 19:37:41.600710,35.07,-8.98
Belo Horizonte,2022-05-19 19:37:41.600710,17.79,6.43
Porto Alegre,2022-05-19 19:37:41.600710,27.67,2.59
Salvador,2022-05-19 19:37:41.600710,37.31,27.92
Curitiba,2022-05-19 19:37:41.600710,20.53,5.72
Fortaleza,2022-05-19 19:37:41.600710,16.8,-1.98
Recife,2022-05-19 19:37:41.600710,15.75,-6.81
Brasília,2022-05-19 19:37:41.600710,15.76,5.99
Manaus,2022-05-19 19:37:41.600710,23.83,23.68
São Paulo,2022-05-20 19:37:41.600710,38.66,28.18
Rio de Janeiro,2022-05-20 19:37:41.600710,37.75,-4.75
Belo Horizonte,2022-05-20 19:37:41.600710,18.88,-8.62
Porto Alegre,2022-05-20 19:37:41.600710,32.66,20.31
Salvador,2022-05-20 19:37:41.600710,20.25,-4.63
Curitiba,2022-05-20 19:37:41.600710,29.09,27.03
Fortaleza,2022-05-20 19:37:41.600710,39.83,9.75
Recife,2022-05-20 19:37:41.600710,27.82,11.64
Brasília,2022-05-20 19:37:41.600710,36.23,33.43
Manaus,2022-05-20 19:37:41.600710,24.66,-7.01
São Paulo,2022-05-21 19:37:41.600710,16.12,7.69
Rio de Janeiro,2022-05-21 19:37:41.600710,27.68,-3.87
Belo Horizonte,2022-05-21 19:37:41.600710,35.45,6.56
Porto Alegre,2022-05-21 19:37:41.600710,28.99,3.9
Salvador,2022-05-21 19:37:41.600710,34.85,0.46
Curitiba,2022-05-21 19:37:41.600710,20.25,14.13
Fortaleza,2022-05-21 19:37:41.600710,33.83,32.95
Recife,2022-05-21 19:37:41.600710,36.96,24.27
Brasília,2022-05-21 19:37:41.600710,24.68,-1.63
Manaus,2022-05-21 19:37:41.600710,34.92,4.94
São Paulo,2022-05-22 19:37:41.600710,19.78,2.19
Rio de Janeiro,2022-05-22 19:37:41.600710,31.48,2.53
Belo Horizonte,2022-05-22 19:37:41.600710,39.96,-1.8
Porto Alegre,2022-05-22 19:37:41.600710,34.93,16.64
Salvador,2022-05-22 19:37:41.600710,29.04,-7.96
Curitiba,2022-05-22 19:37:41.600710,37.44,17.79
Fortaleza,2022-05-22 19:37:41.600710,20.3,14.75
Recife,2022-05-22 19:37:41.600710,15.2,-9.0
Brasília,2022-05-22 19:37:41.600710,36.64,23.16
Manaus,2022-05-22 19:37:41.600710,15.96,-2.44
São Paulo,2022-05-23 19:37:41.600710,33.5,32.87
Rio de Janeiro,2022-05-23 19:37:41.600710,31.59,18.47
Belo Horizonte,2022-05-23 19:37:41.600710,17.84,6.62
Porto Alegre,2022-05-23 19:37:41.600710,20.39,4.21
Salvador,2022-05-23 19:37:41.600710,17.74,3.25
Curitiba,2022-05-23 19:37:41.600710,33.67,23.54
Fortaleza,2022-05-23 19:37:41.600710,21.01,-0.18
Recife,2022-05-23 19:37:41.600710,23.06,-7.73
Brasília,2022-05-23 19:37:41.600710,28.91,8.12
Manaus,2022-05-23 19:37:41.600710,38.44,5.67
São Paulo,2022-05-24 19:37:41.600710,15.55,13.76
Rio de Janeiro,2022-05-24 19:37:41.600710,25.38,11.99
Belo Horizonte,2022-05-24 19:37:41.600710,33.58,-3.54
Porto Alegre,2022-05-24 19:37:41.600710,23.19,13.2
Salvador,2022-05-24 19:37:41.600710,19.55,19.32
Curitiba,2022-05-24 19:37:41.600710,20.01,-6.32
Fortaleza,2022-05-24 19:37:41.600710,31.06,10.84
Recife,2022-05-24 19:37:41.600710,34.96,8.53
Brasília,2022-05-24 19:37:41.600710,27.79,1.91
Manaus,2022-05-24 19:37:41.600710,17.99,12.28
São Paulo,2022-05-25 19:37:41.600710,27.88,-8.48
Rio de Janeiro,2022-05-25 19:37:41.600710,25.74,8.7
Belo Horizonte,2022-05-25 19:37:41.600710,23.91,23.13
Porto Alegre,2022-05-25 19:37:41.600710,26.52,20.84
Salvador,2022-05-25 19:37:41.600710,39.91,37.58
Curitiba,2022-05-25 19:37:41.600710,24.6,16.53
Fortaleza,2022-05-25 19:37:41.600710,15.27,5.74
Recife,2022-05-25 19:37:41.600710,28.37,28.04
Brasília,2022-05-25 19:37:41.600710,33.98,-7.62
Manaus,2022-05-25 19:37:41.600710,39.93,1.67
São Paulo,2022-05-26 19:37:41.600710,36.64,-2.81
Rio de Janeiro,2022-05-26 19:37:41.600710,34.79,-4.49
Belo Horizonte,2022-05-26 19:37:41.600710,16.86,10.28
Porto Alegre,2022-05-26 19:37:41.600710,34.59,-9.94
Salvador,2022-05-26 19:37:41.600710,15.26,-5.01
Curitiba,2022-05-26 19:37:41.600710,31.34,6.01
Fortaleza,2022-05-26 19:37:41.600710,17.89,1.86
Recife,2022-05-26 19:37:41.600710,32.96,27.8
Brasília,2022-05-26 19:37:41.600710,20.71,17.1
Manaus,2022-05-26 19:37:41.600710,35.49,28.61
São Paulo,2022-05-27 19:37:41.600710,34.37,13.86
Rio de Janeiro,2022-05-27 19:37:41.600710,29.61,2.79
Belo Horizonte,2022-05-27 19:37:41.600710,15.68,10.01
Porto Alegre,2022-05-27 19:37:41.600710,15.83,10.57
Salvador,2022-05-27 19:37:41.600710,23.45,-4.75
Curitiba,2022-05-27 19:37:41.600710,27.15,11.04
Fortaleza,2022-05-27 19:37:41.600710,31.27,3.01
Recife,2022-05-27 19:37:41.600710,27.42,-5.77
Brasília,2022-05-27 19:37:41.600710,17.85,8.41
Manaus,2022-05-27 19:37:41.600710,37.79,-1.74
São Paulo,2022-05-28 19:37:41.600710,31.29,-3.65
Rio de Janeiro,2022-05-28 19:37:41.600710,19.02,14.84
Belo Horizonte,2022-05-28 19:37:41.600710,23.78,10.4
Porto Alegre,2022-05-28 19:37:41.600710,24.68,15.22
Salvador,2022-05-28 19:37:41.600710,15.74,2.17
Curitiba,2022-05-28 19:37:41.600710,35.77,-1.13
Fortaleza,2022-05-28 19:37:41.600710,35.12,8.52
Recife,2022-05-28 19:37:41.600710,17.08,4.99
Brasília,2022-05-28 19:37:41.600710,38.4,29.45
Manaus,2022-05-28 19:37:41.600710,22.88,1.01
São Paulo,2022-05-29 19:37:41.600710,32.12,17.81
Rio de Janeiro,2022-05-29 19:37:41.600710,39.06,-3.93
Belo Horizonte,2022-05-29 19:37:41.600710,19.82,18.44
Porto Alegre,2022-05-29 19:37:41.600710,32.58,-4.89
Salvador,2022-05-29 19:37:41.600710,27.33,16.95
Curitiba,2022-05-29 19:37:41.600710,31.86,8.37
Fortaleza,2022-05-29 19:37:41.600710,25.23,6.58
Recife,2022-05-29 19:37:41.600710,38.77,18.39
Brasília,2022-05-29 19:37:41.600710,22.92,6.93
Manaus,2022-05-29 19:37:41.600710,29.16,13.27
São Paulo,2022-05-30 19:37:41.600710,20.37,-4.58
Rio de Janeiro,2022-05-30 19:37:41.600710,27.0,-2.63
Belo Horizonte,2022-05-30 19:37:41.600710,25.54,-7.23
Porto Alegre,2022-05-30 19:37:41.600710,21.73,-1.4
Salvador,2022-05-30 19:37:41.600710,39.12,-6.93
Curitiba,2022-05-30 19:37:41.600710,15.0,5.25
Fortaleza,2022-05-30 19:37:41.600710,38.12,24.89
Recife,2022-05-30 19:37:41.600710,30.71,-5.74
Brasília,2022-05-30 19:37:41.600710,19.66,12.41
Manaus,2022-05-30 19:37:41.600710,15.87,9.06
São Paulo,2022-05-31 19:37:41.600710,18.0,4.07
Rio de Janeiro,2022-05-31 19:37:41.600710,32.31,-6.51
Belo Horizonte,2022-05-31 19:37:41.600710,24.9,23.44
Porto Alegre,2022-05-31 19:37:41.600710,38.49,-1.9
Salvador,2022-05-31 19:37:41.600710,33.66,22.03
Curitiba,2022-05-31 19:37:41.600710,39.03,4.94
Fortaleza,2022-05-31 19:37:41.600710,19.63,-9.34
Recife,2022-05-31 19:37:41.600710,29.75,8.54
Brasília,2022-05-31 19:37:41.600710,31.2,25.51
Manaus,2022-05-31 19:37:41.600710,38.68,21.44
São Paulo,2022-06-01 19:37:41.600710,20.6,-1.68
Rio de Janeiro,2022-06-01 19:37:41.600710,19.59,8.77
Belo Horizonte,2022-06-01 19:37:41.600710,36.33,6.74
Porto Alegre,2022-06-01 19:37:41.600710,19.37,15.93
Salvador,2022-06-01 19:37:41.600710,23.72,-9.47
Curitiba,2022-06-01 19:37:41.600710,27.84,0.14
Fortaleza,2022-06-01 19:37:41.600710,21.04,3.16
Recife,2022-06-01 19:37:41.600710,32.31,-3.91
Brasília,2022-06-01 19:37:41.600710,39.46,-2.73
Manaus,2022-06-01 19:37:41.600710,30.3,21.13
São Paulo,2022-06-02 19:37:41.600710,33.69,-8.62
Rio de Janeiro,2022-06-02 19:37:41.600710,33.75,18.55
Belo Horizonte,2022-06-02 19:37:41.600710,17.88,9.03
Porto Alegre,2022-06-02 19:37:41.600710,38.93,-7.31
Salvador,2022-06-02 19:37:41.600710,19.85,10.23
Curitiba,2022-06-02 19:37:41.600710,23.13,20.58
Fortaleza,2022-06-02 19:37:41.600710,23.71,-5.85
Recife,2022-06-02 19:37:41.600710,27.84,15.74
Brasília,2022-06-02 19:37:41.600710,15.35,12.85
Manaus,2022-06-02 19:37:41.600710,20.74,13.99
São Paulo,2022-06-03 19:37:41.600710,37.8,35.64
Rio de Janeiro,2022-06-03 19:37:41.600710,32.92,-6.84
Belo Horizonte,2022-06-03 19:37:41.600710,36.67,14.7
Porto Alegre,2022-06-03 19:37:41.600710,25.39,22.57
Salvador,2022-06-03 19:37:41.600710,28.85,-1.26
Curitiba,2022-06-03 19:37:41.600710,18.78,-6.01
Fortaleza,2022-06-03 19:37:41.600710,36.43,-2.56
Recife,2022-06-03 19:37:41.600710,28.79,-1.74
Brasília,2022-06-03 19:37:41.600710,29.21,3.52
Manaus,2022-06-03 19:37:41.600710,28.53,20.51
São Paulo,2022-06-04 19:37:41.600710,19.97,15.56
Rio de Janeiro,2022-06-04 19:37:41.600710,31.37,4.44
Belo Horizonte,2022-06-04 19:37:41.600710,29.63,19.25
Porto Alegre,2022-06-04 19:37:41.600710,17.54,13.19
Salvador,2022-06-04 19:37:41.600710,17.17,8.63
Curitiba,2022-06-04 19:37:41.600710,22.64,-0.92
Fortaleza,2022-06-04 19:37:41.600710,33.65,20.1
Recife,2022-06-04 19:37:41.600710,24.69,-5.14
Brasília,2022-06-04 19:37:41.600710,32.48,16.57
Manaus,2022-06-04 19:37:41.600710,16.37,10.49
São Paulo,2022-06-05 19:37:41.600710,34.96,-1.07
Rio de Janeiro,2022-06-05 19:37:41.600710,29.17,15.2
Belo Horizonte,2022-06-05 19:37:41.600710,38.47,-4.06
Porto Alegre,2022-06-05 19:37:41.600710,32.26,20.83
Salvador,2022-06-05 19:37:41.600710,23.54,10.29
Curitiba,2022-06-05 19:37:41.600710,37.29,-1.2
Fortaleza,2022-06-05 19:37:41.600710,17.76,6.09
Recife,2022-06-05 19:37:41.600710,19.15,-5.94
Brasília,2022-06-05 19:37:41.600710,27.72,2.19
Manaus,2022-06-05 19:37:41.600710,36.57,-3.54
São Paulo,2022-06-06 19:37:41.600710,30.06,15.21
Rio de Janeiro,2022-06-06 19:37:41.600710,30.91,-8.57
Belo Horizonte,2022-06-06 19:37:41.600710,32.67,9.16
Porto Alegre,2022-06-06 19:37:41.600710,29.6,10.62
Salvador,2022-06-06 19:37:41.600710,35.43,8.62
Curitiba,2022-06-06 19:37:41.600710,34.77,26.56
Fortaleza,2022-06-06 19:37:41.600710,16.68,4.88
Recife,2022-06-06 19:37:41.600710,24.81,15.73
Brasília,2022-06-06 19:37:41.600710,31.21,23.67
Manaus,2022-06-06 19:37:41.600710,35.33,-1.76
São Paulo,2022-06-07 19:37:41.600710,27.85,1.81
Rio de Janeiro,2022-06-07 19:37:41.600710,32.31,29.28
Belo Horizonte,2022-06-07 19:37:41.600710,17.67,17.14
Porto Alegre,2022-06-07 19:37:41.600710,35.84,22.24
Salvador,2022-06-07 19:37:41.600710,23.94,17.36
Curitiba,2022-06-07 19:37:41.600710,32.51,31.45
Fortaleza,2022-06-07 19:37:41.600710,24.44,12.11
Recife,2022-06-07 19:37:41.600710,38.46,23.18
Brasília,2022-06-07 19:37:41.600710,33.85,3.22
Manaus,2022-06-07 19:37:41.600710,33.52,15.56
São Paulo,2022-06-08 19:37:41.600710,25.8,2.53
Rio de Janeiro,2022-06-08 19:37:41.600710,21.75,-0.03
Belo Horizonte,2022-06-08 19:37:41.600710,16.22,-4.83
Porto Alegre,2022-06-08 19:37:41.600710,22.69,2.04
Salvador,2022-06-08 19:37:41.600710,39.63,30.54
Curitiba,2022-06-08 19:37:41.600710,34.99,3.98
Fortaleza,2022-06-08 19:37:41.600710,21.57,-1.71
Recife,2022-06-08 19:37:41.600710,22.67,3.69
Brasília,2022-06-08 19:37:41.600710,30.16,7.51
Manaus,2022-06-08 19:37:41.600710,18.15,-7.65
São Paulo,2022-06-09 19:37:41.600710,23.22,5.84
Rio de Janeiro,2022-06-09 19:37:41.600710,35.97,21.17
Belo Horizonte,2022-06-09 19:37:41.600710,32.66,10.37
Porto Alegre,2022-06-09 19:37:41.600710,20.7,-7.18
Salvador,2022-06-09 19:37:41.600710,18.94,11.65
Curitiba,2022-06-09 19:37:41.600710,22.67,3.38
Fortaleza,2022-06-09 19:37:41.600710,25.45,11.73
Recife,2022-06-09 19:37:41.600710,21.14,7.43
Brasília,2022-06-09 19:37:41.600710,19.14,-4.83
Manaus,2022-06-09 19:37:41.600710,29.7,-6.66
São Paulo,2022-06-10 19:37:41.600710,21.92,12.25
Rio de Janeiro,2022-06-10 19:37:41.600710,20.79,11.1
Belo Horizonte,2022-06-10 19:37:41.600710,27.16,18.78
Porto Alegre,2022-06-10 19:37:41.600710,33.25,4.83
Salvador,2022-06-10 19:37:41.600710,24.81,16.22
Curitiba,2022-06-10 19:37:41.600710,35.65,15.87
Fortaleza,2022-06-10 19:37:41.600710,16.59,-9.72
Recife,2022-06-10 19:37:41.600710,18.26,17.35
Brasília,2022-06-10 19:37:41.600710,20.88,14.31
Manaus,2022-06-10 19:37:41.600710,17.4,-5.53
São Paulo,2022-06-11 19:37:41.600710,37.09,34.25
Rio de Janeiro,2022-06-11 19:37:41.600710,36.14,26.86
Belo Horizonte,2022-06-11 19:37:41.600710,31.13,-1.1
Porto Alegre,2022-06-11 19:37:41.600710,26.96,-0.36
Salvador,2022-06-11 19:37:41.600710,36.36,1.98
Curitiba,2022-06-11 19:37:41.600710,32.25,6.87
Fortaleza,2022-06-11 19:37:41.600710,15.63,13.82
Recife,2022-06-11 19:37:41.600710,15.12,-5.87
Brasília,2022-06-11 19:37:41.600710,35.85,24.36
Manaus,2022-06-11 19:37:41.600710,16.77,15.83
São Paulo,2022-06-12 19:37:41.600710,35.08,27.56
Rio de Janeiro,2022-06-12 19:37:41.600710,18.81,0.55
Belo Horizonte,2022-06-12 19:37:41.600710,33.63,2.23
Porto Alegre,2022-06-12 19:37:41.600710,37.26,29.67
Salvador,2022-06-12 19:37:41.600710,26.53,19.27
Curitiba,2022-06-12 19:37:41.600710,35.74,15.38
Fortaleza,2022-06-12 19:37:41.600710,30.5,20.13
Recife,2022-06-12 19:37:41.600710,24.03,-1.48
Brasília,2022-06-12 19:37:41.600710,16.72,-1.78
Manaus,2022-06-12 19:37:41.600710,15.85,-8.0
São Paulo,2022-06-13 19:37:41.600710,27.74,6.31
Rio de Janeiro,2022-06-13 19:37:41.600710,23.24,4.29
Belo Horizonte,2022-06-13 19:37:41.600710,17.36,-4.31
Porto Alegre,2022-06-13 19:37:41.600710,18.05,-6.49
Salvador,2022-06-13 19:37:41.600710,25.8,4.97
Curitiba,2022-06-13 19:37:41.600710,20.0,-9.45
Fortaleza,2022-06-13 19:37:41.600710,27.99,16.36
Recife,2022-06-13 19:37:41.600710,23.94,-4.7
Brasília,2022-06-13 19:37:41.600710,25.75,0.96
Manaus,2022-06-13 19:37:41.600710,29.73,9.6
São Paulo,2022-06-14 19:37:41.600710,32.25,-7.79
Rio de Janeiro,2022-06-14 19:37:41.600710,22.37,17.37
Belo Horizonte,2022-06-14 19:37:41.600710,27.42,15.47
Porto Alegre,2022-06-14 19:37:41.600710,30.85,15.45
Salvador,2022-06-14 19:37:41.600710,23.04,17.93
Curitiba,2022-06-14 19:37:41.600710,37.22,-0.46
Fortaleza,2022-06-14 19:37:41.600710,34.06,24.09
Recife,2022-06-14 19:37:41.600710,36.62,-0.87
Brasília,2022-06-14 19:37:41.600710,37.9,-9.6
Manaus,2022-06-14 19:37:41.600710,29.12,21.11
São Paulo,2022-06-15 19:37:41.600710,26.56,-1.58
Rio de Janeiro,2022-06-15 19:37:41.600710,26.9,11.45
Belo Horizonte,2022-06-15 19:37:41.600710,28.82,-7.54
Porto Alegre,2022-06-15 19:37:41.600710,29.58,27.72
Salvador,2022-06-15 19:37:41.600710,19.95,5.39
Curitiba,2022-06-15 19:37:41.600710,35.22,0.96
Fortaleza,2022-06-15 19:37:41.600710,27.56,18.26
Recife,2022-06-15 19:37:41.600710,29.64,23.07
Brasília,2022-06-15 19:37:41.600710,23.53,17.5
Manaus,2022-06-15 19:37:41.600710,39.13,31.12
São Paulo,2022-06-16 19:37:41.600710,33.78,10.67
Rio de Janeiro,2022-06-16 19:37:41.600710,25.92,2.89
Belo Horizonte,2022-06-16 19:37:41.600710,29.24,0.95
Porto Alegre,2022-06-16 19:37:41.600710,15.68,-2.99
Salvador,2022-06-16 19:37:41.600710,31.44,12.0
Curitiba,2022-06-16 19:37:41.600710,18.23,12.57
Fortaleza,2022-06-16 19:37:41.600710,35.58,35.33
Recife,2022-06-16 19:37:41.600710,21.48,12.54
Brasília,2022-06-16 19:37:41.600710,27.46,-7.41
Manaus,2022-06-16 19:37:41.600710,21.81,-5.96
São Paulo,2022-06-17 19:37:41.600710,24.73,19.71
Rio de Janeiro,2022-06-17 19:37:41.600710,16.82,7.87
Belo Horizonte,2022-06-17 19:37:41.600710,17.83,-9.67
Porto Alegre,2022-06-17 19:37:41.600710,26.88,13.93
Salvador,2022-06-17 19:37:41.600710,23.83,18.72
Curitiba,2022-06-17 19:37:41.600710,18.12,6.19
Fortaleza,2022-06-17 19:37:41.600710,15.65,1.97
Recife,2022-06-17 19:37:41.600710,18.69,2.17
Brasília,2022-06-17 19:37:41.600710,30.9,-7.33
Manaus,2022-06-17 19:37:41.600710,31.71,-3.58
São Paulo,2022-06-18 19:37:41.600710,28.37,-0.43
Rio de Janeiro,2022-06-18 19:37:41.600710,34.14,30.88
Belo Horizonte,2022-06-18 19:37:41.600710,27.92,-5.09
Porto Alegre,2022-06-18 19:37:41.600710,38.77,33.55
Salvador,2022-06-18 19:37:41.600710,29.21,7.9
Curitiba,2022-06-18 19:37:41.600710,22.43,20.84
Fortaleza,2022-06-18 19:37:41.600710,26.67,16.0
Recife,2022-06-18 19:37:41.600710,35.95,-6.59
Brasília,2022-06-18 19:37:41.600710,18.06,9.84
Manaus,2022-06-18 19:37:41.600710,21.42,4.29
São Paulo,2022-06-19 19:37:41.600710,17.02,-8.86
Rio de Janeiro,2022-06-19 19:37:41.600710,15.59,8.23
Belo Horizonte,2022-06-19 19:37:41.600710,37.87,0.8
Porto Alegre,2022-06-19 19:37:41.600710,21.95,17.58
Salvador,2022-06-19 19:37:41.600710,33.63,15.78
Curitiba,2022-06-19 19:37:41.600710,30.76,24.13
Fortaleza,2022-06-19 19:37:41.600710,23.02,18.44
Recife,2022-06-19 19:37:41.600710,22.22,-7.76
Brasília,2022-06-19 19:37:41.600710,32.34,-4.03
Manaus,2022-06-19 19:37:41.600710,30.15,27.76
São Paulo,2022-06-20 19:37:41.600710,18.59,1.57
Rio de Janeiro,2022-06-20 19:37:41.600710,17.57,11.78
Belo Horizonte,2022-06-20 19:37:41.600710,23.23,9.62
Porto Alegre,2022-06-20 19:37:41.600710,26.54,15.11
Salvador,2022-06-20 19:37:41.600710,24.28,4.27
Curitiba,2022-06-20 19:37:41.600710,16.97,0.97
Fortaleza,2022-06-20 19:37:41.600710,27.38,17.66
Recife,2022-06-20 19:37:41.600710,30.29,-2.16
Brasília,2022-06-20 19:37:41.600710,28.09,-2.49
Manaus,2022-06-20 19:37:41.600710,22.59,7.59
São Paulo,2022-06-21 19:37:41.600710,31.05,22.63
Rio de Janeiro,2022-06-21 19:37:41.600710,31.44,-0.3
Belo Horizonte,2022-06-21 19:37:41.600710,17.95,14.68
Porto Alegre,2022-06-21 19:37:41.600710,20.81,-4.19
Salvador,2022-06-21 19:37:41.600710,28.83,9.89
Curitiba,2022-06-21 19:37:41.600710,35.97,1.09
Fortaleza,2022-06-21 19:37:41.600710,25.69,7.48
Recife,2022-06-21 19:37:41.600710,36.39,7.43
Brasília,2022-06-21 19:37:41.600710,16.57,-8.59
Manaus,2022-06-21 19:37:41.600710,25.2,-7.51
São Paulo,2022-06-22 19:37:41.600710,27.51,-2.29
Rio de Janeiro,2022-06-22 19:37:41.600710,29.11,-3.77
Belo Horizonte,2022-06-22 19:37:41.600710,21.99,15.88
Porto Alegre,2022-06-22 19:37:41.600710,25.29,14.99
Salvador,2022-06-22 19:37:41.600710,27.97,21.68
Curitiba,2022-06-22 19:37:41.600710,17.88,-9.9
Fortaleza,2022-06-22 19:37:41.600710,39.62,24.47
Recife,2022-06-22 19:37:41.600710,37.39,34.54
Brasília,2022-06-22 19:37:41.600710,17.6,0.85
Manaus,2022-06-22 19:37:41.600710,28.76,20.87
São Paulo,2022-06-23 19:37:41.600710,32.76,-8.21
Rio de Janeiro,2022-06-23 19:37:41.600710,33.46,18.72
Belo Horizonte,2022-06-23 19:37:41.600710,18.82,18.0
Porto Alegre,2022-06-23 19:37:41.600710,19.07,-8.12
Salvador,2022-06-23 19:37:41.600710,26.2,-6.49
Curitiba,2022-06-23 19:37:41.600710,37.63,7.22
Fortaleza,2022-06-23 19:37:41.600710,28.16,22.58
Recife,2022-06-23 19:37:41.600710,18.74,-5.76
Brasília,2022-06-23 19:37:41.600710,35.92,25.34
Manaus,2022-06-23 19:37:41.600710,22.1,1.35
São Paulo,2022-06-24 19:37:41.600710,37.36,2.88
Rio de Janeiro,2022-06-24 19:37:41.600710,31.96,13.03
Belo Horizonte,2022-06-24 19:37:41.600710,18.68,9.92
Porto Alegre,2022-06-24 19:37:41.600710,34.12,-4.37
Salvador,2022-06-24 19:37:41.600710,35.78,-6.63
Curitiba,2022-06-24 19:37:41.600710,17.48,-6.21
Fortaleza,2022-06-24 19:37:41.600710,25.57,20.85
Recife,2022-06-24 19:37:41.600710,30.28,11.58
Brasília,2022-06-24 19:37:41.600710,37.48,1.72
Manaus,2022-06-24 19:37:41.600710,35.76,-5.77
São Paulo,2022-06-25 19:37:41.600710,15.73,3.06
